customer_unique_id,recency,frequency,monetary,RFM_score,ClusterID
384c891c0a8477daf165f632db186380,3,1,1,311,3
384e8dae667c49a5004241d2b47f4e30,2,1,1,211,0
38649961e8883b5ec49739d582e47384,2,1,3,213,1
3864c285eae52aad13ab1952a572cf4d,2,1,2,212,0
386dc0c56992750e382bed7a3b18e64e,4,1,3,413,2
386e31ecc3dc1faaa5255e184fea1e5d,2,1,4,214,1
387374337b75210c1655087cd3f6d089,3,1,3,313,2
387440ebe588404c0dd61ccebfc65e64,3,1,4,314,2
387937e8013de5e3f422741b4e3b4e01,1,1,3,113,1
387f4c38290acb792785db0a66e1ff1f,3,1,3,313,2
3880b8d94e3a64bca0e7df6c5f05c29a,2,1,2,212,0
38827a4b81c4d81cffaec1accef6572c,1,1,1,111,0
38849f9ea768be98e705c65e8beadfdf,4,1,3,413,2
3884effb73a5df3aa3d6c4b458e55dbd,1,1,2,112,0
388faf71183c52b5862abbedfd00259d,1,1,4,114,1
3893108ddda66d5048b53a9e3f725622,3,1,1,311,3
3893d70b2d99073bc0326b57d1bb1b19,3,1,4,314,2
38941a0aea64baf8a13882808742616c,4,1,4,414,2
389651ac374a44f2b78eae6966c98c05,2,1,4,214,1
389fe925fb3a838c1ffeb1da775174ab,3,1,4,314,2
38a030ab9815973cb48df654a98a8368,4,1,1,411,3
38ab8907007d04664b89d8b59041b6a5,4,1,3,413,2
38b32a1211126d62dbd3ccc586d9d743,2,1,4,214,1
38bcabc3a03ade1e05fe63312e36064c,4,1,3,413,2
38c82315266557c3d9c4312643d1717c,3,1,3,313,2
38c95ee1583a2492211bde069e81a57c,3,1,2,312,3
38cf1d19f55fcf73ffb24fd534657f89,4,1,3,413,2
38d09f8349a7f12fb75f41311b775cef,1,1,4,114,1
38d2c42aa068e0d56d4ae01c7574db42,1,1,4,114,1
38d7552f44eb6c2193b38ca8fdbb546c,2,1,2,212,0
38dfe4655fc8785c5bf00923d9fca1ef,2,1,1,211,0
38dff03b64c3e9adbb2d4c610838cf5c,3,1,2,312,3
38f82c33d5fe14b9e9d2122aef0f7e12,2,1,3,213,1
38ffcf9d0335fcd271b71de0238ab312,1,1,1,111,0
390a3afbe8dd2d83cfb2c6884dfaa121,3,1,4,314,2
390df523f7c6dced198774bac51a9375,2,1,2,212,0
391181d8580103645c7ca6b20a52b1e2,2,1,4,214,1
39135c7743c745694b97b909b2b0ddfc,2,1,1,211,0
39221ea014de9b3dfe3c6609eb6c6ff7,1,1,4,114,1
3922bdcf93b4c71adc360245e05dedb9,2,1,2,212,0
3923abc41d261c4be4e70853120bec19,2,1,1,211,0
3924b7f68663fb6e3c29dbdc23b7014f,3,1,4,314,2
392b8fd0016970f3e92210491b99e6de,2,1,2,212,0
3930e53785d327ae6056c72f3cfdea4f,1,1,3,113,1
3932bd59c5d6ff8874b63212ecb459f0,3,1,3,313,2
394321f054de04b5b9ac27010a355696,1,1,4,114,1
3949a019223422cf30a6be3fc82f7982,1,1,4,114,1
394ac4de8f3acb14253c177f0e15bc58,4,4,4,444,2
394d71147c6b16bdb40639b2ce872d8d,1,1,3,113,1
39518dab7aa8a79da80322d53bf504d4,4,1,4,414,2
395df20fd657de8caf673619df2cb0ad,3,1,1,311,3
3965b3e9631ff87aa8c3d7e4d8473294,4,1,3,413,2
39669467dedbe4a650046a0ec8859aae,3,1,4,314,2
396a2896142e38bd706c5cdd1a865598,4,1,2,412,3
396adb4d8570f382a271ba14a73d0190,3,1,3,313,2
396e89f9a8b20de569b4f649539028db,3,1,4,314,2
3974f98cb559691f7309432a3c64c34b,2,1,2,212,0
39791463fe4660b0d147813e963801e4,1,1,1,111,0
397a4356d59c9e071dac70a4b83ec753,4,1,2,412,3
397fbe3d3ebc9ac2a6a8fe7aa9de2fce,4,1,1,411,3
39819c106a631d66860aa9e484da12f5,1,1,2,112,0
3982095fa4769015ecd7cc0d0204fa1a,4,1,1,411,3
398296a2eec40a8061b13aadbe716603,1,1,1,111,0
398a99f30254a5ed9fc4582d31adf14a,3,1,4,314,2
398dee917bb02e71f1fd9653193b2396,3,1,3,313,2
398e169e703d45affa9b1acee2d667a5,2,1,4,214,1
39970ad502d08af64974aa8a8379df75,4,1,4,414,2
3999dd968ff424c2a706b887255f7ecd,3,1,1,311,3
399a40df315793549e5fa7cea5727074,3,1,4,314,2
39a34fdaf81bd48fa0c7dc6800100a68,1,1,3,113,1
39a4355f6aa228bdd1dfbc642952aec3,3,1,3,313,2
39aa3286631ba21ef894f122508ecf1b,2,1,4,214,1
39afb2cd9cd64ff6219384e0bda04ffd,3,1,4,314,2
39b203f2687df866f39a7fc3438e67f8,4,1,3,413,2
39bb6dd940a0f6701af4c6cc3e9863d5,3,1,1,311,3
39bc1c0c4d16cd94e738d3575914a10d,4,1,3,413,2
39bff4c2b3ab45457843adaff876574e,3,1,1,311,3
39c0512a456668b494b135f75e6583fa,3,1,4,314,2
39c27daff7dd7ad6f534c53970fe8e3b,2,1,1,211,0
39c44fbea4f44f1979173e80e678acd4,2,1,1,211,0
39c45a81d682aa754d46022c3dfc2857,1,1,4,114,1
39c7d04d7aafef5be4c534747e64fdd2,3,1,3,313,2
39c9f14158b746a9da5045543ff9d986,4,1,3,413,2
39ce02a045b8e7b0329984df3109957b,1,1,3,113,1
39d130b9509b4e9f0f5740fdf1efd679,4,1,4,414,2
39d7ce28dfadb187458ae98f1e7e3857,1,1,1,111,0
39e7e12f9686e91e6d62ca2b4a96926c,1,1,2,112,0
39ee4c5bd3f97c8e59b32017bb911c62,3,1,2,312,3
39ee801c4e1b061c236ef61df1152cc7,4,1,4,414,2
39f2ac2e106f3c80b0ec0bc98380f99c,3,1,3,313,2
3a01046c309a105bb4688bf2174df242,1,1,2,112,0
3a0266b0b438b5da8b8531f64792d0d5,4,1,4,414,2
3a032ac4dfa4bcadd2ebce388d2d3979,3,1,1,311,3
3a03d9a7faee99e478d1bd08fa20ee8f,4,1,4,414,2
3a04ed9e9a9af78e22bd6b10e2e4d3dc,3,1,1,311,3
3a0aa905da1ce8ced9144570dd49fd18,4,1,1,411,3
3a0eb98df6a9dd91b05ba93312f0dc95,1,1,2,112,0
3a1702d4226eed2058871760d94c99a2,1,1,2,112,0
3a1843bdfa85949a0b09bae81235709d,3,1,2,312,3
3a1aed3a4ca113b4909b06889ecba01b,3,1,3,313,2
3a25052c7420cdc16ebe4b549519d8ee,2,1,1,211,0
3a2521ce6d2dddd8318742808daf2a51,3,1,1,311,3
3a2681b8e4c9f2171aaade5d578f2cb7,4,1,4,414,2
3a359d463b5a79614f9206ec5e38b434,1,1,3,113,1
3a3820686adb2b0db7825eff823c51f1,3,1,4,314,2
3a39827c3cc7d748d1c32909273f7e7b,2,1,4,214,1
3a39beec85b79335793f32c2a2b8b944,4,1,2,412,3
3a3c4efd9d7b18393b6d774b9fc5a0da,3,1,4,314,2
3a3db2abdf63385806afc0172cf7e6d0,1,1,3,113,1
3a43af6775cec872d9a3c80707eb3336,3,1,4,314,2
3a43f306607630fc72fd89865479b14a,1,1,3,113,1
3a4c7c507f9f3263f050feb1c082e8ae,1,1,1,111,0
3a504dd3fee630743e2da44bec820150,3,1,1,311,3
3a51803cc0d012c3b5dc8b7528cb05f7,1,1,1,111,0
3a59ed7823b38fbcaabf7e11c25aa95c,2,1,2,212,0
3a5ac2fe3fc9ca6bef86d5f761d85978,3,1,1,311,3
3a5ac54f9599ce8fc7bc6274dd9b6320,4,1,1,411,3
3a5b9543750c3343120311a8bec88597,2,1,4,214,1
3a61131176101fac45ce3634e5a9a94f,1,1,4,114,1
3a614e2c3bbeb8769ff7b4aaba6cfee0,3,1,3,313,2
3a65bbea5554e3fc6f568a2526d2bfac,2,1,1,211,0
3a66a10ff67722d7781250b228f01202,3,1,1,311,3
3a68b7cd870be17efad7bf925fc1ea79,1,1,1,111,0
3a690d57ffe6162386eade1f0ee685d9,1,1,4,114,1
3a75fe04b67f463a4cbb5cd665321cc6,2,1,4,214,1
3a772b14225bb3b60b36e02ed4bf57b9,3,1,1,311,3
3a776a3c70e40184d61c0ffb598203b7,1,1,2,112,0
3a79deb2ed11b1ef86c4f8bf08c51caa,2,1,3,213,1
3a7eda76f0c7ac59d5d62dac7f3446b8,4,1,1,411,3
3a800c5ad58bea31bff74a3c0a958e74,3,1,4,314,2
3a8b736ad07392961e9858a659683c10,3,1,4,314,2
3a8efc1e8b649e5f5dd6013b68f87c36,1,1,1,111,0
3a8fc78fa9d58407b7ad6acd7aa0555c,3,1,1,311,3
3a90b62fee678b5223dde0bab4af9168,3,1,4,314,2
3a945c51b0c651f1f25219ba6cf9312e,1,1,2,112,0
3a9c2c940df5210065368eed1cbc152a,4,1,2,412,3
3a9cbbf8b49fc8cab4e91ed1e3a25625,4,1,1,411,3
3aa77488dee852221d753de8f8e01285,2,1,2,212,0
3aa98b52b7a321b2c694212cd4872d35,1,1,3,113,1
3ab1972aa9c26136ebc50243fa59bf41,1,1,2,112,0
3ab5f644490e3bd3a743ca4e43710859,4,1,2,412,3
3aba191a5118822792b669b766403a3f,4,1,4,414,2
3abdf4f27efce96f8573a88343a4084e,1,1,4,114,1
3abf2523709d41f3b0138931a1b7c0cc,4,1,1,411,3
3ac3b01377800633adab4a68b1c296b0,2,1,4,214,1
3ac427a63b9d1586ffa6f85c2e924717,2,1,3,213,1
3ac79816070e2d3f926cb7fdc18b8e01,1,1,4,114,1
3acd10dece665b64d8e4d33f932b49d3,2,1,4,214,1
3ad017bd967bfe8771b0fbf45a8596c3,3,1,1,311,3
3ad67b047caa5bfbc18a42406c862220,1,1,1,111,0
3ad7f68f56d9b6be5ef190fe06173d43,2,1,3,213,1
3ad84abcfa9a58f9ede403889421500b,1,1,4,114,1
3adc7b3ea7954aebd5c4fabb0fe735fe,4,1,4,414,2
3ae0413918089b6734c520318d87852a,1,1,1,111,0
3aed251d495c517cb52760baa9b4ce0f,3,1,2,312,3
3af4691c5124c444bb8c87953af3e69f,3,1,2,312,3
3af478a0ec73d70be569f3f34aa782d1,1,1,1,111,0
3af7778e163d8ce64083783219588e06,4,1,2,412,3
3aff962425ee4ca6274c99ed69730320,3,1,2,312,3
3b0671e86baa6a24c10be6cb33e65a69,3,1,1,311,3
3b08978b78322a6bbebd553bff04fdee,3,1,3,313,2
3b0d60531ac76fe72e19f663010699b2,2,1,1,211,0
3b0e018f00ee3175ed35c62e799e838c,1,1,2,112,0
3b18298c5d847e868d60653ab6dad72b,2,1,2,212,0
3b2356126b9c7e761b8c82481115a75c,3,1,1,311,3
3b24f2800f225fbd206027b4d82d1c63,3,1,2,312,3
3b25730ea4e83eae8c0e90b100dde51d,4,1,3,413,2
3b2c0b585b4f8b60a45b7bfeae8656c6,3,1,1,311,3
3b31c08b0c36f8834eed8fa4b0b5a172,4,1,1,411,3
3b48a45e4c6ad953c48bbff0633a5ebc,1,1,2,112,0
3b4aa0dec50f090b3992b0541651da46,1,1,2,112,0
3b51f6ee70604fadd9833add4fa672d2,1,1,3,113,1
3b53a1869c7172b2e89266d4e7d7b6a4,4,1,2,412,3
3b55d03bf003a04f9e63d73b3761d270,3,1,4,314,2
3b572bb8915409b6023b2b72973d942d,4,1,3,413,2
3b5eb681dfcfa7c345a296a4b1bbf282,3,1,2,312,3
3b601088e809efd71b63f5f5d02c6d31,4,1,1,411,3
3b688fb4cf2b6a8b40cbfbf9d558c384,3,1,4,314,2
3b718dafac17bbd4d4b6a6161d75f179,1,1,2,112,0
3b75d1b422a2117edbde3a35b55b8692,4,1,1,411,3
3b7827bc2e2bd15245c5878215d72e2a,3,1,3,313,2
3b78563d931271fd2d6be87b30c3e7aa,4,1,4,414,2
3b7860ba1d1bca8b56c192479bcbfe07,4,1,1,411,3
3b80d2592c113d689c05232eb90db0ff,1,1,1,111,0
3b81f91785d9ea36cf5177991962baba,3,1,3,313,2
3b82170500b55585ed1e146663291132,4,1,3,413,2
3b8633454b97260271c430800c1b4cc4,4,1,3,413,2
3b866d8dc4c1f4a90a96c57ef538e271,2,1,4,214,1
3b87edb7be973ad80cbcddb0e561f2b8,1,1,3,113,1
3b8d39f87ca66dfd78a8be6456fc76fb,4,1,2,412,3
3b974605c0e7e9dc99c2ef3e36aa0c6c,4,1,1,411,3
3b97ff93ba0bc4b2110a158bc0436b95,2,1,4,214,1
3b9a0d6e823e479d97f3642fcc157c3e,3,1,2,312,3
3b9c93b136fe968c604abd43b37295c6,1,1,4,114,1
3ba05008f7ff203601756159a5dad8fb,2,1,3,213,1
3ba7cb9b6427a76c5ba071721dc7d8f2,4,1,1,411,3
3ba80dbfe6e6bda70a58aa37459c16dd,1,1,2,112,0
3baa54f04addc14aa4c461a37320db3b,4,1,4,414,2
3bb10208b3ed9eeca8e7cfe769fd896e,4,1,2,412,3
3bb2ce27d2180fbe3a27d6a93b6890d3,4,1,1,411,3
3bb3f8de4b2eafd58fd4044fde6fb1c0,3,1,3,313,2
3bb7b0684d45bcbaf75a8ec0f49b6223,3,1,1,311,3
3bbf03908fb2863f5537cec78cf5f70b,4,1,1,411,3
3bc23cc6d2f9a5dd26cf97c56eac0be2,1,1,4,114,1
3bc3bce318eec9b0412ed505c583dba1,4,1,1,411,3
3bcc05ddbfa78c5e5445f82ffdf4c44c,1,1,3,113,1
3bd86cbdbfbae478211dda5de0f75a8c,2,1,1,211,0
3bddde2431ac39f5c20ac3e69722afbb,1,1,3,113,1
3bdefe263638b8b2a51937244f58967c,2,1,4,214,1
3be210593f442102f5405aca65741910,2,1,4,214,1
3be9c553e23e8c83ced423a32f5ea1f0,3,1,1,311,3
3befed1154106ada8af2eca42da8bbc8,2,1,3,213,1
3bf46434b267aa36e9d145dc2f2d1b55,3,1,1,311,3
3bf5a7cbb004806cd6c8955f1b116703,3,1,1,311,3
3bf67d55305b73f9028d80344b68ddc4,4,1,2,412,3
3bf9a44ef770ac450177ebc53c1445e0,4,1,2,412,3
3c012348dd8a583262304d7e7fe9a322,3,1,4,314,2
3c01383209a7ed0c991f655356a601f2,2,1,3,213,1
3c02b5a724d31387f0276108e82245aa,4,1,4,414,2
3c074185e3b7522767c519164ed0e143,2,1,3,213,1
3c16b3dab6262b2f1ff7f809a9afa8ec,3,1,1,311,3
3c1b119e825c18b2394bf1dd637efa59,1,1,3,113,1
3c1c6073be5e02b8f2c564a71d6874f3,3,1,3,313,2
3c1c78609df1d7b24046f141189d6476,4,1,1,411,3
3c22157d09d407b6b878256968874dec,1,1,3,113,1
3c25f9753808007f9bace47ebbe23b55,3,1,3,313,2
3c293cf026c6d2cfcb1ad8626b9694aa,4,1,1,411,3
3c2cd533f2af84b6cb81b8b97be89988,1,1,2,112,0
3c2d1aeaebbb7a4b9afdffbce5628582,1,1,3,113,1
3c2df58a45453f9e75cb7360932c1365,3,1,1,311,3
3c2fb426452fe15304df50e9d4313366,2,1,1,211,0
3c3b0bfa811c02a524002ad191cbad2f,1,1,4,114,1
3c3e2383f230b811b2532df1bdffe08f,2,1,3,213,1
3c42984bd2867c0d7b4af541f63d6a00,2,1,3,213,1
3c45cdc3826cfd437199cd7a5c2bf24b,1,1,2,112,0
3c4cb2b66634c5bef7c5dcf38f09cd78,2,1,4,214,1
3c4eba0368451c55a079cb2d37ed829c,4,1,2,412,3
3c53f54916a46e0c961e0343bea7acb2,2,1,2,212,0
3c55426c2c84b47034776b4eae01a1e6,3,1,4,314,2
3c58850429894af14a7b8bf6896ce542,4,1,4,414,2
3c5b5615aaf2709f2cfe94e84cfc655e,1,1,2,112,0
3c5f339bf43094923d5f17891f90093a,2,1,4,214,1
3c5fec19ed02a69c8370f5d7b7c44d7f,2,1,1,211,0
3c6484833ffda378fcfcdbd1a3f13ab1,3,1,1,311,3
3c6934aa81e9b87adc82413bc4617873,2,1,3,213,1
3c77b44e70a34b2d8b5d0b4f0fe0afd8,4,1,2,412,3
3c79b76657e51964708c338b82c906e1,3,1,2,312,3
3c7c63d189e46e2c770bfa325d9b24c3,1,1,3,113,1
3c7c7e752e4f4f2d4ab5c5c195ff2461,2,1,4,214,1
3c7dc16891168c17d8721adc8d30b8b1,2,1,1,211,0
3c84bedc36c5c2894b111072c93f0953,2,1,4,214,1
3c857a6f7828bfb70fb712e2393cfd1b,1,1,3,113,1
3c89f451f33e5467accf577c25ee075e,4,1,3,413,2
3c8b5d7f6a7a705c1c85a52a3f738afa,2,1,3,213,1
3c8fecf1ca48550923916e2885531248,1,1,2,112,0
3c97e5f77160f6deda2b96babe6d7b0d,3,1,2,312,3
3ca07c6e870a7bb6862781cf7af72138,1,1,2,112,0
3ca364ff88dc112d45daa31211480103,4,1,3,413,2
3ca90669af3842a95b1c16b897791a88,4,1,4,414,2
3cae34a5904516a06e100af9024617e7,3,1,1,311,3
3cb299a034806c72f41c926e8231ff90,1,1,2,112,0
3cb48d16ed9d9a7f438683793e863e87,3,1,1,311,3
3cb53a06e3758a8ee23882c36d2c7ff0,2,1,4,214,1
3cb6f7e969608dbb256f71633578e5f2,2,1,4,214,1
3cc0991ba7c8be09d9f63a8526e52bb2,3,1,3,313,2
3cc3ddf7a8ea6ffd801732450f2cfb09,3,1,4,314,2
3cc4acd6cfe6acb5f129a560961f2ef6,3,1,4,314,2
3cc9ea3ffe189981b9a8b2b92b99271b,4,1,2,412,3
3cd241f544a033a3c85c8d1adb44d105,2,1,3,213,1
3cd5784d754d85366c325e26b966e091,2,1,1,211,0
3cd897e12575867979341f66f72f9232,1,1,1,111,0
3cdb33be843c8a89687a70a43deeb1a7,3,1,2,312,3
3cdb97c7026f8956cc2211db2b19f270,1,1,3,113,1
3ced91b13d1d682c8b18a4a063b8060d,2,1,4,214,1
3ceedea1a398c638f7f3926d8ab3f518,2,1,1,211,0
3ceefb2177a2cf047e2b49ecac09800d,2,1,2,212,0
3cf14101fc0207e827130e8fdfc0da25,3,1,2,312,3
3cf1f15061ccb553df5d503aa8ff44c4,3,1,2,312,3
3cf84c61470613356758d04aab518a99,1,1,1,111,0
3cfbe790a05c2d302c768b447864d7a1,3,1,4,314,2
3d0029e958fd05bbadbffbde56044eee,1,1,3,113,1
3d0c8c998a357a87d2f075868f3479b0,4,1,3,413,2
3d1a76622ec022c19f773e757122968b,4,1,2,412,3
3d1cd211ba069a73ccc4d17dcc8e5786,4,1,2,412,3
3d1d4c2d55117aced1b69276d407085b,2,1,1,211,0
3d28106fbbe7a712698980d5576a0eef,2,1,2,212,0
3d33fa7b80bba2f0a706b7b141485add,2,1,2,212,0
3d3f27c4aa64dd989e18391f0ef71412,3,1,2,312,3
3d42778c5622056bc1891cd69d92f7ae,4,1,1,411,3
3d46f3720b481bf721544699010b97fd,3,1,4,314,2
3d47f4368ccc8e1bb4c4a12dbda7111b,1,1,4,114,1
3d49f4455a3947c8dd7e972b3ad8cb76,2,1,3,213,1
3d4cd13fd525234c1c4a2304fbe769e0,2,1,4,214,1
3d4ec1f3f781e8244b18998a4cc86212,2,1,4,214,1
3d4f12dece1264e5d6321f1b7f003336,4,1,1,411,3
3d4fff41b533bad211da66780ffc08c8,3,1,4,314,2
3d524cae0ddfe0e918f39e7e8ab49e8b,4,1,3,413,2
3d5d9a19c67d0db460c1163324f3e37f,2,1,3,213,1
3d6042d877fddc23b9d57ed6669a5b8c,1,1,3,113,1
3d62cb4ed938c901e7d7761c8248ec5b,4,1,1,411,3
3d64b4749c2bd5846f7b6396e0217a37,2,1,4,214,1
3d66092b77465cef9b5ee637b2c0d8c7,1,1,1,111,0
3d67ed0af2f29e42ef682bd999ffe3e1,2,1,1,211,0
3d6f6dd162e6f8c3480a43b28a5d6e35,2,1,4,214,1
3d75cbf8643a1c15723adb850fb5f928,3,1,3,313,2
3d8614b1f25530eca12661dc8b10a2fb,1,1,1,111,0
3d86efb31ed14a05d994860891ac529c,4,1,4,414,2
3d87e8b0354890f77f35bc49eb45e76c,4,1,3,413,2
3d8d8f40a0e374a9ce0f2a7d1252c316,4,1,4,414,2
3d8e237ac86a295e90275d1e2bf66216,1,1,2,112,0
3d8ea4321fc67d4386e0f40f26584a02,3,1,3,313,2
3d8f6eef546513dad3d018c20a994ff7,3,1,3,313,2
3d9bd4ee70927f05c69516a10ddf051b,1,1,2,112,0
3da48078f617c821d6887dbae37d9c6d,4,1,1,411,3
3da62858003c2363f45c8d14b3a33464,2,1,1,211,0
3da86cd8a9ac63c1669b5ac54ede8622,2,1,3,213,1
3dad96d340e339f8730b01c9b679fa35,2,1,1,211,0
3db7d0f4027dc3ec728ab5f92cd61f54,3,1,4,314,2
3dbb0fae1525f2917412d3a890987f7e,1,1,2,112,0
3dc232b77c3b4bb37f99b64168ff58b8,2,1,1,211,0
3dc5a2b71fe656bd7e11074cfdcb5469,1,1,1,111,0
3dc92984d1948a75b084d620600a50e4,3,1,4,314,2
3dd4cfff69fddfa2dbb93d5563d4c604,1,1,4,114,1
3ddc223389095845491ea42d872a09dd,2,1,2,212,0
3ddc3717fafa68f41fc14ed04cd6033a,3,1,1,311,3
3ddf75230a5da0dca3de49ea70faf061,1,1,2,112,0
3de00390e8b61e32f1e28db68941433a,2,1,1,211,0
3de087d6363979369f478f259b4d5158,3,1,4,314,2
3dedfe2989392f44335fef7f7075eb56,3,1,2,312,3
3defdac1cf5b779689353f537aa723d6,2,1,3,213,1
3deff983c698d1984b4f4849912c70e3,3,1,1,311,3
3df11e3b6c22394922f7918cb3f0e406,2,1,1,211,0
3df3ce53721f777f3ff79331fbef4523,2,1,4,214,1
3dfa33e5348bd90b234a96f7294016d5,1,1,2,112,0
3dff7e5a3d6bc5efe2620d9117080564,3,1,4,314,2
3e084c2b3948e5beff170f89a2e9b653,1,1,2,112,0
3e0a8e38dfb4751da3a8412ffe077631,4,1,2,412,3
3e0d3081398ca23a7922c49d05e49106,3,1,1,311,3
3e0dfaee8a7d40bae26d53d4995fc209,3,1,2,312,3
3e106ca9900549d3fe143694d984da50,3,1,1,311,3
3e15d70f493e3a92bf7f9a60b009f3f1,4,1,2,412,3
3e214f1c2a595ca923e28695c19cee01,4,1,3,413,2
3e265c84d880fe32f0f682688254f89e,2,1,3,213,1
3e2a232d8d87354029b8076ef6974196,1,1,2,112,0
3e2ebb072268f02e950737b50723d19d,3,1,1,311,3
3e30d9a5ec7b5488a6db9aa572aa9345,1,1,3,113,1
3e32aaf1cc485f176c9f19ab91943a5f,2,1,4,214,1
3e38a80437f05fa53903245b3684e101,2,1,4,214,1
3e39b17aa16a496e556265ba39aa2124,4,1,3,413,2
3e3e0c2b99958071eb13725728790328,2,1,1,211,0
3e3f84de0e6b6590c0a535d34281a222,2,1,4,214,1
3e4097c77d4fc69d520b2e7ceca9f4f5,4,1,3,413,2
3e472e2d60f12c183ead97b03b0e8963,1,1,1,111,0
3e4b2e649ef988d57fed54dd8bc276b9,4,1,1,411,3
3e4e094846680d745e8769dcbe6732fa,4,1,1,411,3
3e4ff24b051b3808294d9c5f0ca9678d,1,1,1,111,0
3e51b3fc42a755c58c4960c76b73850c,3,1,1,311,3
3e52cdb7a848261e1c2de77e50a88995,3,1,1,311,3
3e5f5bb5af4d9b3dd7282e52c4e68d00,4,1,3,413,2
3e60077770db929ce1bc8d84dde426bd,3,1,2,312,3
3e626aa6cde6e16beb33797be002b72d,3,1,1,311,3
3e627ef309be5df7f53b9dca70d51346,1,1,2,112,0
3e69c94333cf73d1e18fe0eefc9f60a4,3,1,4,314,2
3e725d14ef3c693cf7fb787dfb82b229,4,1,2,412,3
3e75b24d0c39407cff09d8a910526850,1,1,2,112,0
3e8cc97df8f3e88d4a689376500ee3bb,2,1,3,213,1
3e8f3e58aafa9bb38d7b2ace611ff6af,1,1,1,111,0
3e9011895198c8bfa8b0782214bcf043,4,1,1,411,3
3e93369535d8f45643c5e1dc4467924d,1,1,1,111,0
3e93e73cdacdde61472f583e51cf2374,2,1,3,213,1
3e9400df8f1d030aa7e6f9a6b5171891,3,1,1,311,3
3e970efbd0047e980e384bbc61ab1341,1,1,2,112,0
3e99f0655b7c3a300d511490197320fa,3,1,4,314,2
3e9c196f94da349ceb80fbef9c18e870,4,1,3,413,2
3e9c6b78c5f04621fa3efb18433e0df3,1,1,1,111,0
3e9cbbcb5ec1e2929319f717ce437777,1,1,1,111,0
3eb6f4efd164cb0e80692078521ff2fb,2,1,1,211,0
3eb9ec43785a0d845cbcd1054a48791c,2,1,4,214,1
3ebea3b6f43441f680403f99a2d0bc59,2,1,1,211,0
3ec55dad9c86ffc41fc9ee5695febf82,2,1,2,212,0
3ec8e2812492e28ee2412bbc9039662b,1,1,2,112,0
3ec9da608c4f401bb678f212a984393b,1,1,3,113,1
3ed0874522994e4546f6867dd2e15e7f,2,1,2,212,0
3ed1fe6fcfc67d078d87dc6009544f17,4,1,1,411,3
3ed5e288eb859999092ba5da0c1b3128,1,1,4,114,1
3ed84f9d7541a88f7b9b40c4be87ca7d,4,1,2,412,3
3edbf68ccab369e034fbcc2b86bd2020,2,1,2,212,0
3ee16d8b43add78a0e37089a4dc9f2c0,4,1,1,411,3
3eecfe068bfb9e01d87377737fd67ee7,2,1,3,213,1
3ef8c1513fc80fb905ccd8d57da5e9b8,4,1,1,411,3
3f006686765a7a0fa7d67e17fa09f8c6,2,1,4,214,1
3f01021289a4c54f1c984262f4ba625b,1,1,4,114,1
3f04877b0a3842c23e36f422abe4393b,3,1,2,312,3
3f083a4f3e9bfc221ad593bb50f7e6d8,3,1,1,311,3
3f1a25a478961e0e1a1e777026236dc8,3,1,1,311,3
3f1d63ca0cb4dbfbf42f0ceed7d82053,1,1,4,114,1
3f21b69e1f06cc0f9c8c3598ac1606a9,1,1,3,113,1
3f268085605ee9aacd0fd3dde518f605,3,1,3,313,2
3f26865ab1cafc762e8c28b95c1d63ff,1,1,3,113,1
3f26a900e8a097011c321eb6eb66ded7,1,1,1,111,0
3f270ebdda157931a2adf42bd1434055,2,1,4,214,1
3f29f76ab9e691e54609b27d9cc44577,3,1,2,312,3
3f2aed4d624803432eee0a49bd025d7f,4,1,3,413,2
3f2b84c2c216da65fe6920afeedd08b1,4,1,1,411,3
3f320e45f305ef3bb93b6c424a7a3cc7,2,1,3,213,1
3f3227474f0191f47a7059e032ab03ec,3,1,2,312,3
3f38d68e0d5c805fd9bedffd097baa4e,4,1,1,411,3
3f3b14f0f8378e2614a368bef792fece,2,1,3,213,1
3f3b39ba608e727d5588f05425b3a500,1,1,4,114,1
3f3bf8f73d332a80cb1e892344325e15,4,1,4,414,2
3f40b85d9ff61edac538c6092e434d77,3,1,4,314,2
3f4265aac241999625e521ccb38ec1ff,4,1,3,413,2
3f4818a5ac2f6b493b9d890f00876c4c,2,1,1,211,0
3f48e980cd3e8e979e758a4c3afefe8e,2,1,4,214,1
3f4a4aae89a77c544bba5fc6effb5fc7,4,1,1,411,3
3f4ae4e79252a67d79d15573f5763148,1,1,2,112,0
3f4f614c632af7fc7508462a7cb55ac2,1,1,1,111,0
3f51fe7189074be3c8355f1ac51679c7,2,1,2,212,0
3f591bdca999989260411d00a0bcd57e,4,1,2,412,3
3f63cfe07b030ad0906b309c2e552dca,3,1,1,311,3
3f67cd4269b8c6c43c47fc8595419fe1,4,1,2,412,3
3f690cbffd4806f2090f5d4cd1cbaf45,1,1,2,112,0
3f77d2e40b9443869099acdda0f3f8a8,1,1,2,112,0
3f78e2e9064acb0c1e0f19f43a46a2e5,3,1,1,311,3
3f845b19f58827a68907a53c15de3bac,3,1,1,311,3
3f912e65396ae2aa2ea4fda9b6b4b4d1,2,1,4,214,1
3f9df44e4442173d83d9126b0f70e2c2,1,1,2,112,0
3f9f86a6984d8f632c8bd9ab3a11dcd6,3,1,2,312,3
3fa14374b8e4e4c1015ee6d6a0313607,2,1,1,211,0
3fa4c52daf1171b5f51edd48a525881d,1,1,4,114,1
3fa91cfccc63518b93970bebfd232365,2,1,3,213,1
