customer_unique_id,recency,frequency,monetary,RFM_score,ClusterID
012755131a5b785b0ae3291c339a9051,3,1,4,314,2
0134417784b9f85470e635c063152a71,3,1,3,313,2
0134caf89be2059cfd79af28d8bc1e7f,4,1,2,412,3
013689381e404bf6304f57bab4b8f01d,4,1,4,414,2
0138dff42973f40e8f5225472526f278,3,1,4,314,2
013a435769899074c568863694560449,3,1,4,314,2
0145bfdfe85402b2249c7437bd297a07,2,1,2,212,0
0145fc4d376df22449756022b9ccb472,4,1,1,411,3
014644ae002bacd78bb05521f7e9aaab,3,1,1,311,3
014ce9c0a3df00f77a6932a7b371a3bc,4,1,1,411,3
014e4042a6b3ed0b1a6cd14c7639bb84,3,1,4,314,2
014f7e8caea3379aa3d30558424ca54f,4,1,1,411,3
0151bcc17b8ae63a495b6c9fe6f708a1,3,1,2,312,3
0152897024d0ddad70baafe17ed705f4,3,1,2,312,3
01561f92006fd3ba8a8a4246b7f38101,1,1,4,114,1
016846e2dd862cba9a2a10eff5ac244f,1,1,4,114,1
0177f6975b155c814ea6273eccc58d82,3,1,4,314,2
0178fa4e501691dec0663f439950d4de,2,1,1,211,0
017ae1edebbc1749a64a520e37633c3c,3,1,4,314,2
017c61c786dae249f339e690764ec7e6,1,1,2,112,0
017d9afa17ebea3b2a7c03ed6bc954be,1,1,1,111,0
017eb8439a0ca7dcfc228f933bd204d8,3,1,1,311,3
01858f2fad256b1689f5bdafc059f745,4,1,4,414,2
01873d3c2fc620aa701e30d2c4181673,3,1,4,314,2
018864afd6d3af6af6e3cf1245fc5ff8,3,1,1,311,3
01886ef98f995e4f2dd75a1d04c97397,3,1,1,311,3
018ad5828f8f66b69604caabd0aa78ca,1,1,1,111,0
01922cf678f7c6d925421a273a885fbf,4,1,3,413,2
0192a97d19fd891f0a4453609753b886,4,1,3,413,2
019322e670d197f31413176b865880fd,1,1,1,111,0
0195c54646cda6452f5e1a0474f3b502,3,1,2,312,3
0197bf8828afdb5ef6a6f7446a52607e,2,1,4,214,1
019c20bc411068e6f296cd471ac8425b,2,1,2,212,0
019ee3ac31baf4383471c760125e2977,4,1,1,411,3
01a379e7c61f254c6c1bfc842b4d9416,2,1,3,213,1
01aae089a9f716c2d948a24c5406603d,2,1,2,212,0
01ae3897d0da657af5dc0b0dab9df7dc,2,1,1,211,0
01b42ac9d3801e6edf67f7a95f04a838,4,1,2,412,3
01bdeb2c0f524bb2119a8c0cd5419f5f,2,1,2,212,0
01c64acc2efd27442844ed61dd9981cc,3,1,1,311,3
01c92cf65b66be2fb861a163d4830f5a,3,1,4,314,2
01d46b5cad3cda9c22f52df41197a671,1,1,1,111,0
01d7b0d6f8958188afa680d75dd47919,4,1,4,414,2
01ec66cacd4c45d04f9ee2a1c25bb20b,1,1,2,112,0
01f1af590b3fa6e09ee79551635926b4,2,1,4,214,1
01f492ebceb9747c71cb86d983afb9e0,3,1,1,311,3
01f7f7e1b4aefac99dea303f9eb5f7c4,3,1,2,312,3
0206671ca1e6cea41033a21774bef222,3,1,2,312,3
0209f290b5451d357308bc0e90521026,4,1,4,414,2
02105a58e384edb89a9827dfd3b8173b,3,1,3,313,2
021ac5734c4f62601583998bf0de4e03,3,1,4,314,2
0220755d57fdf6a1f63f39f51bb5fb90,3,1,1,311,3
02220c4df207c6277c269f0b3a05c7cd,2,1,3,213,1
02251550f4d16aca44ce66e4263c0522,1,1,3,113,1
0225a15f6d472b6aff9f2ea45e9a563f,4,1,2,412,3
022609268add6b353d31185c5ff813c8,4,1,4,414,2
022ac7dfecd0b4f6019415c4a0fe6d03,3,1,3,313,2
023196e0c7c9f50e21677e45cc6d539a,2,1,3,213,1
02399dafe5a38655445fb46ec2499071,3,1,1,311,3
024676cef113f6c81db6c5b8d29e5ee9,3,1,4,314,2
0248acdec0648791650de14b758df203,2,1,3,213,1
024ab3d97dd522b7f5173b905628f9fd,3,1,3,313,2
024e448ec8650b88a45e9f6049eec02b,3,1,1,311,3
0258ab8ce9fe72c23efb37dd0dcf1307,1,1,1,111,0
025bc857299fac3e5c699322d2a1485d,1,1,1,111,0
025ef887ab57255584e60873ea086144,3,1,1,311,3
026e135c007282454338db204e44381f,2,1,2,212,0
027497dedcbd1792aba7aadf6677d2a4,3,1,2,312,3
027d053c7d8203f3ebb4512da23681fb,2,1,4,214,1
027ef1dce56b52802c3d35cd5beda928,2,1,2,212,0
0280c3bae373e59fd0f564cf9b0188a1,1,1,1,111,0
028296541bfb0fe84ab460804e4c0dce,2,1,4,214,1
0283d9c78c980d3ea0fce611bbc8ad5b,3,1,4,314,2
0284ca4015977edc8413c917b8e68355,1,1,2,112,0
02900dde8414f41aa7e3e6394eb08871,2,1,3,213,1
0294560ad384ad92c9aff267bbbd9406,3,1,1,311,3
0294bdc2d323f7399d6c38690095e94b,3,1,2,312,3
02a12dc286c290872d5a263fb9af0dfd,4,1,2,412,3
02a3fc88421c4bb19b14420b7d1b6bd3,2,1,2,212,0
02a6a137ef7fe2414c9e14fc4d060790,3,1,4,314,2
02a8100f33055beec4d219c04e7d4318,4,1,3,413,2
02aa4845dc6ee08624bcc899ad684b33,1,1,2,112,0
02ab167135d5d29cdc77b3147d75c1ef,1,1,1,111,0
02b20b7c813efede140142ac610e36dc,3,1,4,314,2
02b2ee0aa7ac4b3db5463ec3863ff8f7,3,1,1,311,3
02b741ab4dd2d378208995cbd59d4926,1,1,3,113,1
02b9defff3fd946df37af806a194a49b,2,1,1,211,0
02c233db34d21b47050e9db36aeec3ff,1,1,4,114,1
02c2adcfacd7ead855d2497e0d8eecae,2,1,4,214,1
02c50bd7d8493f3db0d49f4201ba0384,2,1,3,213,1
02ce431b0797023384d47edad5dd7284,2,1,4,214,1
02d4b41ec93694d2e59f380190827a3e,1,1,1,111,0
02d8fe1b66a7acab244d923285407cc7,2,1,1,211,0
02daaa0e021d624d1784c4ea5cc84ace,2,1,4,214,1
02dae28f5d185f91a95c80fb5d6f8c35,4,1,3,413,2
02e090052258dc8c675daf152e22afed,3,1,2,312,3
02e0ab6a1eca5f017932ae3cd0953b88,2,1,1,211,0
02e698078df64c35152a88cfe52d29fe,1,1,4,114,1
02e6a8a86c74efabd650f01e0c460a1d,1,1,4,114,1
02e7d568f699b57b0bbb98cef89e0832,4,1,3,413,2
02e9109b7e0a985108b43e573b6afb23,3,2,4,324,2
02eef439542105011bdcfc4e5deba50b,2,1,2,212,0
02f2809daffe06aab984d4e8b44955a9,2,1,1,211,0
02f2a9dabd3fde0b87ebfe1bf62915c7,2,1,3,213,1
02f48e6162070920cbb44ea74b892b9d,3,1,3,313,2
02f9070c2ed9e6fc09b8a6723318ce9b,1,1,4,114,1
02fb446e82415f8d22a44a8dd49c1954,1,1,4,114,1
03001238832a9f1baa04ac2d050d6f47,4,1,2,412,3
030fbdd408131cb4235b5b7f241d727e,1,1,2,112,0
0313e1d33a88fd765653f4464a387aa7,2,1,1,211,0
0318f66ddf6aa615fdb10d6d7b596194,4,1,4,414,2
031e19fc630c4121f1238716f41675c3,4,1,1,411,3
031ea691b99fc101dcad357d1a83573f,1,1,2,112,0
03241d5fec570b04acb3869bb343d8cb,4,1,3,413,2
032573996a6b19166a327f7d4c7eda5b,4,1,4,414,2
03328ae8254588f1ef1821f52accaf90,1,1,2,112,0
0339d63f73ee6160ed3a7a6534ee2efe,1,1,4,114,1
033bfcc96fba016e72b1c0943459efdc,3,1,1,311,3
03466aa4289c03856add8a3537f914cd,2,1,1,211,0
035067251b3612bbcc30e7570e335ce7,1,1,3,113,1
03543e7bcb602107d81abca01f3d94a5,1,1,4,114,1
035e7cd88b7450fd33efeca817081a53,3,1,2,312,3
035fe666eaf44eb44ec1967c30710ddb,1,1,2,112,0
0362e8cd9f08e6170923576a577fc748,4,1,3,413,2
03658676f008d0d0f8b826340eae3dba,4,1,3,413,2
0366651462307b0703818560d1472f9d,4,1,4,414,2
036720aaa0ccc7d3c63a5d7e5729b6e8,1,1,1,111,0
0367726c9478b302a7cb4b2b67f7317b,2,1,1,211,0
036f41292af402f38e6ed17bacd3e174,4,1,3,413,2
036fad4da661be7be3ad588329aefc1b,3,1,2,312,3
0372355b599cb57f978923b19a804290,4,1,4,414,2
0372bebe6d71cf4dc807d24a53403d2e,1,1,3,113,1
037bf06ede74c617f31ca7ad8989860f,4,1,2,412,3
037d8f5d243514d9ea6e1608a6d532de,4,1,4,414,2
038124edcdaa5fae5dceb9b71f0c49d8,4,1,3,413,2
038301b43811478e1a8dc0e476eaf52e,3,1,4,314,2
0385c3a53712e33b64f812d3102dc421,3,1,1,311,3
038e67cedd9154200d911e7cc6b6f133,3,1,2,312,3
03918c171b9f3f81c1a0799589d63b78,4,1,1,411,3
03a544149ebf0a377d5dbc871daaf05e,1,1,1,111,0
03afddcde6dddfb09ab4c007a4d6e34d,4,1,3,413,2
03c30046bcd7d616fd8bab4f77ccabb2,3,1,4,314,2
03c3fd5101315d9169376e91de6882b8,4,1,4,414,2
03c6dad4cdb636699af6b02c6484dec3,4,1,3,413,2
03c8ca2c50b62610046f79db89de75b5,3,1,2,312,3
03cca3425d9c7604e4781b58cb4092bb,4,1,2,412,3
03d01a4b09e221a1bb37343eb990dbda,2,1,1,211,0
03d32fb1ecfa4d9f7bbb6918614662ae,3,1,4,314,2
03dca8ea786a4ed9cd2397ae25af721a,1,1,1,111,0
03f3ed4259700c7e98700f786d99a1aa,1,1,2,112,0
03f8cc5eb864ffa50cb73bdf07a7b1e9,2,1,4,214,1
03f8ce51dcb4f7cf0d752feefea266c9,3,1,2,312,3
040e07d6f99f0d6bee3d272db7dd77ff,2,1,4,214,1
0412b2282e02ce84ae6c1a837862f792,3,1,2,312,3
04135ea9b5a7f3db234797e55e2d4deb,4,1,4,414,2
0413683c053b2edd42a02b0dda010fe1,2,1,3,213,1
041397b7bed1e0b64cc8df9e4a761873,1,1,4,114,1
042507632a640723b9060d4c617302e5,4,1,1,411,3
0425594ce6ced4d5634136ca63b98a27,4,1,1,411,3
042c603ecf6475679dd96ebbe37c5872,3,1,3,313,2
043c6318111021f28bd6f750981c9bb6,3,1,3,313,2
044206e1a22f9c20af8ec1a514f128d5,3,1,1,311,3
0444928793cc48f75878dbb46107da14,4,1,1,411,3
0449f7e02f26796da5f6c9d6abb177bc,1,1,3,113,1
04520e5f2b9dc1f8f7ccd63f6ab2db38,2,1,4,214,1
04544a89f79714c0abcc3ae49e884209,1,1,1,111,0
0457229263e71157bd7cf568a56d5ec3,3,1,2,312,3
045d728ade88ec80f546742429789ff1,1,1,1,111,0
046470763123d3d6364f89095b4e47ab,3,1,3,313,2
04716d605653245719dddc7e2cb3cf64,1,1,4,114,1
0478a6ce7961c89622e3de039c9c060a,4,1,2,412,3
047ade39673d74bcd42b8c0e7bc9666f,1,1,1,111,0
048052335b350c4d2809406ed0b40927,2,1,4,214,1
0484b589fc006d538903a147c83a7915,3,1,3,313,2
0487a94145b40ec78717e7d4044f182d,4,1,4,414,2
048afeb603cb6f95968487df5fadfec7,1,1,3,113,1
048d8f14e6405a5a157e74724357086f,1,1,1,111,0
04914a70baae65c7368c83af08b17c81,3,1,2,312,3
04964ca17488b76124c740071931f90c,4,1,2,412,3
049ac10f22b18d0a463429e2dfbbb353,2,1,1,211,0
04a324a336173e546dab5835e0b287bc,1,1,2,112,0
04ae6453ac0b2807721d210786d83b50,2,1,1,211,0
04b090bfb11c279aeffeec7b476aaa2c,1,1,3,113,1
04b2af3c93e41c92d3bec7434f261be0,3,1,3,313,2
04b3b974dfe285ac9f2eb96a6a9cbb9c,1,1,4,114,1
04baa28903e22974e6213e632b09c193,4,1,1,411,3
04badcbeea122a16bcab6bd3d47bf166,2,1,3,213,1
04bc6bc8c31e8f72b6748a68f252ebf8,1,1,2,112,0
04bd4fd3eeec7d0cac94134006ae6da8,3,1,3,313,2
04be500031efe43d2defff8c41810543,2,1,4,214,1
04cc4b5d5509cedb9a9e98cb34417d56,3,1,4,314,2
04ceb0b6de581dfcd6d0e61442550117,3,1,3,313,2
04cf8185c71090d28baa4407b2e6d600,3,1,1,311,3
04d1643d1bf6c54f0b099c708e623466,4,1,3,413,2
04d72e3bcf0dbb259f2c98550640a179,3,1,4,314,2
04da0a4a4eddc5463976425307e42b7d,4,1,2,412,3
04dc486e3352a8ef6d749736321018f6,2,1,3,213,1
04dfe67137b9c22b4344433ad41a0dd5,4,1,1,411,3
04e176b665108a31badc8adcc5d90ffa,4,1,3,413,2
04e71831b906c43176ebaa4ef69301f4,4,1,2,412,3
04e7254d921632586b4dc9a67a3a04d3,3,1,3,313,2
04ef415f1d1c565ac89d4c345ae6fc40,4,1,3,413,2
04effeb71dfa28a5096368addc3994be,1,1,4,114,1
04f1fd1b75385fd1c7b6de018e0c4ab3,1,1,4,114,1
04f54cb09b4216795433e4fc5d0db66e,4,1,3,413,2
04f5c77d3b874a3faa6fce234550448e,2,1,3,213,1
04faabcdbf48e775bc5e313369bc15bc,2,1,3,213,1
0503aa9015de64a6655ea58bf32c6034,1,1,2,112,0
050555c26479bbb8ba0740c37e7454d0,3,1,3,313,2
0509ab034845adb0b4c91b6f0e7b7260,3,1,4,314,2
050d0eae3cbee16d261fb66f313163dc,2,1,3,213,1
052076c689c0768b27a506a8cc63cc65,2,1,1,211,0
052341d8ac30e9cc98f1742b177639b0,2,1,2,212,0
052def2a27b8894dd207c36345ce1e9c,4,1,1,411,3
05311eb60c201cb3c2f0e999eaf135f2,4,1,4,414,2
05338561f0c4969c162f584f2d093804,2,1,1,211,0
0535dec8f608efd1246d1a4d5ab6f771,4,1,4,414,2
053abb2829821b2fafd26639ba5a5b2c,4,1,3,413,2
053b7336758bd6fd3b657c370e702f7b,4,1,4,414,2
053ee39e5fff8053a860892cbd54d1ed,3,1,3,313,2
05419d806a7acd2b01320e4909a933e8,2,1,1,211,0
0549ef973c77b27ad1c186e845f72a5c,2,1,1,211,0
054be8b55006d12284f472ba757c901e,1,1,3,113,1
0551e29d87422d88feca4626c030ccef,3,1,3,313,2
05576a517fd63cbe29de3d1b1d0167fb,4,1,1,411,3
0557ce04d044eac7a2f6e11b8988f8ed,4,1,3,413,2
055a6d8515c1b5dbc065a03770ae504b,1,1,1,111,0
055ec572ac7f3c7bdd04a183830ebe59,1,1,4,114,1
05611a5f1fa509eef8b92840648a6b34,1,1,4,114,1
056260ac28220b475caa0c4f02cc6137,3,1,2,312,3
057581e17e81bd35d08e3cdc8f79e60a,1,1,4,114,1
057c2691d1064a864c78eb7e34307b46,2,1,4,214,1
058199325498b546a39e5652a04dbbcc,3,1,3,313,2
0588cca7a35c8d68b0503d9ae53dee38,1,1,4,114,1
05982d28754c6ff4db35d50e9ee11b24,4,1,2,412,3
059e7585d8fcd2430a33375bdbcbb990,4,1,4,414,2
05a2a8159b5f30e79614ae9e14cafc4a,1,1,2,112,0
05a52a1a122f97ac13d61c160bbe7225,4,1,4,414,2
05a70933d2ed6cb04504e9864eadcc1c,2,1,1,211,0
05af77be50ec611bb5b5d9e4f0579c61,1,1,1,111,0
05b0f3be535890cfa3de97c815033cfb,3,1,3,313,2
05ba4d5c6f77a2caf887c1f8826dc8e9,4,1,1,411,3
05c111320b7353c49806016020b89a05,1,1,3,113,1
05c686adfdce0087f70f97a619c3b556,4,1,1,411,3
05d327ae96ae69912a3fbe585516db18,3,1,4,314,2
05dab2d8130ccd303608aafc145ecf3e,3,1,2,312,3
05dc7381ace8c9b5a634129ce38dff60,1,1,4,114,1
05e52c1f96f8b83dd66dcdce679ff58d,1,1,4,114,1
05e5cdba492bb2f2881b3490315f27ce,2,1,2,212,0
05eb062756e6d4358e72b1caf0ec22b1,3,1,4,314,2
05eece82f626032f909a2bc445957b92,3,1,3,313,2
05efa0679eff95e1042131c93776e6b4,1,1,3,113,1
05f023978242de0352db27c04bba282e,1,1,3,113,1
05f0509adff9a7c6e37cc5d6e5c57e8a,1,1,1,111,0
05f333bbee58f087059bfc39c263d9e4,3,1,1,311,3
05f6f08be56b85f76d8227a3a1e3e3ee,4,1,4,414,2
05fcdc230a939176b681b45fee88bba1,4,1,4,414,2
0601f1fd6d8ff9847f96151652dbf305,2,1,2,212,0
06058fe38c88d8d03a06ebaa6fb68aad,1,1,3,113,1
060743c63d9c6f3debcf3f390b0b2da9,1,1,3,113,1
06079a66084dabf812040d32d0b10f06,4,1,3,413,2
06096e1ee9d40ca8781b6c0587617ed7,3,1,1,311,3
060e0b81f5dd707be0324b36479fffa6,1,1,4,114,1
060e732b5b29e8181a18229c7b0b2b5e,4,1,3,413,2
060fb87bcb9f60275f3fc857b35be629,4,1,2,412,3
060fc051abdd1173a56b173d01e98294,1,1,3,113,1
0610630dcd111596b141a6084faef3a3,3,1,1,311,3
0613323bd971009c4763e1981c8e3cfc,1,1,2,112,0
0621c2a5979d3e887ae519620cbe2926,1,1,4,114,1
06268d8f74c7184ef40d1a3861688cfc,1,1,4,114,1
062d40ed42ac84fe9d779277fb7ed109,3,1,1,311,3
063d3c82b96f47c05cf0b779a4444f46,4,1,4,414,2
063eef0d1ead8ee785783e95df82137e,3,1,3,313,2
063fee07c7dbecc77179dfc57d36f759,3,1,4,314,2
0647eed2ece999e2d634520c62ab78be,4,1,4,414,2
064897171cbd28f9446c4af4c6dbdde6,1,1,3,113,1
0648b4016d8661a8100de1dad7a7e12d,1,1,2,112,0
064ca07a0cb37e7a2ae5d83994bd5dba,3,1,2,312,3
064d1aae158ad9addc625f5588fdc2cd,3,1,1,311,3
064e72f6dd03299e76320bd106b803c0,1,1,1,111,0
0651cfbea51afc6cfa5ec45bca3ee692,1,1,1,111,0
065cdd031a7020e43fd91cd421549f5e,4,1,2,412,3
065db70d867514639c1889ea5f6b8ae2,3,1,1,311,3
065dcef61d5f66b30d2ee51b5343d023,2,1,4,214,1
065edb166e3365849965039772838b87,4,1,2,412,3
065f8d269e0518c6a8cf04149063a2e9,4,1,2,412,3
0663560ff02c3f762ebd29af677175f6,4,1,3,413,2
0669ee32bf519c46d27030db08c5e0e3,4,1,4,414,2
0669f60ef473844761d853798d3a4009,1,1,3,113,1
0674169a201c443d7de5c3641279dab9,2,1,2,212,0
067b6ceac6257706e337a8eca7565630,3,1,2,312,3
068a41902767c548e7ad3d372c5833c8,1,1,1,111,0
0692e0d9184f58c5e37df223d735cf4c,3,1,2,312,3
0694d901d7d88ffc1781dacfda6cd048,4,1,1,411,3
06a1cdf4c37c5db93dd385926b6f4841,2,1,3,213,1
06a1e58ed33da661b8d9ea895f441633,2,1,4,214,1
06a35cec0273b785b2b58eb349841fb2,2,1,3,213,1
06a492c4633c57918215fa9b4f87919a,4,1,3,413,2
06a7d47497a78713d62f7c0b590652ee,2,1,3,213,1
06ac7f149dcf07ec7cde299a2787739a,3,1,1,311,3
06b457298293c7aee65c8485874b26e6,3,1,1,311,3
06b609212808563b18a3f818b86dd01d,1,1,3,113,1
06b6fb89a0699b61fdfaedcc3005a204,3,1,4,314,2
06b84f1b227e3463de0cbb0bd227e4e5,4,1,2,412,3
06befcbb6c53f601d005532bb48d7410,4,1,3,413,2
06c18dc9dc7a01e3322f4e9245dac0ed,3,1,4,314,2
06c5a017e2b74d38903164d42e7687f1,3,1,3,313,2
06caeba6db23a17bf9bcb3846b768387,2,1,4,214,1
06cc6c8978803b38a4ea38013f53ea6b,2,1,3,213,1
06cd845bc8a9518ad68672727cf804fd,3,1,1,311,3
06dd24ec7b04fc79c1702fe04b9a38a3,1,1,2,112,0
06e5b19a892adcc1764e70024306e84a,3,1,2,312,3
06e7c0ffe7f197e5ee11cd888ea71c95,1,1,4,114,1
06e8b8f76826ff96623978cb4d3ca074,1,1,2,112,0
06ee95df85ab27db04eebc85ce42e3df,1,1,4,114,1
06f289b98b5b10b7d7692548624cb616,3,1,3,313,2
06f4ef120f7c7298bac66868986e523a,1,1,3,113,1
06f59c70f97379ce2f67075dd6ae26df,3,1,2,312,3
06f9fe91f0a7dbbd4c78ddecb3562486,2,1,3,213,1
06fb035f49e63b8251e615e450cb61d9,3,1,3,313,2
06fb1a9b50a0dd027075ddd14016f869,1,1,4,114,1
06fc46bc1782b92141eb4c2de72a8096,3,1,2,312,3
070083744069f19ac8b6c89e464ae411,1,1,2,112,0
0702969d322cc784c3d43ffc751a302e,2,1,2,212,0
070da753b3edceb495ca2ab66085455e,1,1,4,114,1
071befa81cac87390204c03e41e41227,1,1,2,112,0
071d97c65d17dd64aeb08dd196aa0c26,1,1,2,112,0
071f6a8af4d9d148f8d52634339500ef,2,1,3,213,1
07216c3351ab63d5087691e3324da3e2,3,1,4,314,2
07254adf22ae81855ca01d9a5cda3264,3,1,1,311,3
0728fce1aebb2443c578ef04de0d2ea9,1,1,2,112,0
07292d06afd6c45ff8de56079ef4cfdc,1,1,2,112,0
07296cfef11b5e2ee8ea429920c26e0a,3,1,4,314,2
072a543c663f0b54b41af8b074162d62,4,1,4,414,2
073037acc049d2be44730a7e39836046,2,1,2,212,0
0732796b9e3fd8d74a8314a2e1b14c36,1,1,4,114,1
073692054d45969288eea0fbb867d7a5,3,1,4,314,2
073a0317f213dc51964b6f8d3344c592,1,1,1,111,0
073aab63bec2a7d070827fdb7a5562d9,4,1,3,413,2
073d35c8464f7424060c41581bb922d5,4,1,2,412,3
07419d54dffccb90ca99b24abe65e5fc,1,1,1,111,0
0741ddca958232fa01e77154d45b1fb4,1,1,3,113,1
074315ca81bf69db97dc05493b921422,4,1,2,412,3
07435003bc81c33bafdfeace4faf1dc1,4,1,1,411,3
0748f90b4f757729bbbc4d1ea60a0757,4,1,2,412,3
074f6402565f35186c70908e5a47315d,2,1,1,211,0
07540f2fffbe583e4bde29fe25ba450e,1,1,1,111,0
07587576616fb49706b3536664386bdf,4,1,2,412,3
0758c9bc0d529d0ea2028f58903f1749,4,1,4,414,2
07597096095d50d3235d4145c7f98cc4,3,1,3,313,2
075feab70d904077ae5100f8c3d6d4b7,2,1,2,212,0
0762d037793f0578e493822df96bf9a3,3,1,3,313,2
07631da297e03969f8a504ce3dbd905e,3,1,1,311,3
076dc8d838b4a277c14d6e67445b04bb,3,1,3,313,2
076efbad08f34a6316ec570ea20a0568,4,1,3,413,2
0772c2acd7aaa2b171bd7a87fae1af6d,1,1,2,112,0
0773077998461cbbc47cf9ba3fd49000,4,1,3,413,2
077afa5d93724dc59cc6f3c094214d11,1,1,3,113,1
078237d4f3b6981885cd1a71c8c8fd4b,1,1,4,114,1
078a7bec0d555a5c45b4757d1e55a163,1,1,2,112,0
078c0a7397239eb51fa067a579416dbf,2,1,2,212,0
078f93f1bb62cdaf1d78addb2ba283bb,3,1,1,311,3
